Question,Difficulty,Correct Answer,Option 1,Option 2,Option 3,Option 4
What is the largest organ inside the human body?,medium,A,liver,heart,stomach,lungs
Which significant event occurred in Nigeria in 1966?,hard,A,First military coup,Independence,Civil War began,Republic established
Who is the legendary Nigerian musician known for his unique voice and hit songs in the 1990s?,medium,B,Nneka,Sunny Ade,Fela Kuti,2Baba
Which type of joint allows for the most movement in the human body?,medium,A,ball-and-socket,hinge,pivot,saddle
What year did Nigeria's Second Republic end?,hard,A,1983,1985,1979,1999
Who was the first Nigerian to win the Nobel Prize in Literature?,hard,C,Buchi Emecheta,Chinua Achebe,Wole Soyinka,Ben Okri
Fill in the blank: The _______ is crucial for maintaining the body's temperature.,easy,A,skin,liver,heart,lungs
Which Nigerian artist's real name is David Adedeji Adeleke?,medium,B,Wizkid,Davido,Burna Boy,Olamide
Name the Nigerian city that served as the capital before Abuja.,medium,A,Lagos,Kano,Ibadan,Port Harcourt
Which film directed by Kunle Afolayan became a box office success in Nigeria?,hard,B,The Wedding Party,The Figurine,30 Days in Atlanta,Lionheart
Which part of the human body contains the largest number of muscles?,medium,C,legs,face,back,arms
Fill in the blank: The _______ was a pivotal event in Nigeria's history that started in 1967.,hard,A,Biafra War,Independence,Civil Rights Movement,Constitutional Crisis
Which Nigerian singer is known for the hit 'Duduke'?,medium,A,Simi,Tems,Yemi Alade,Waje
What structure in the human brain is responsible for emotional responses?,hard,A,amygdala,cerebellum,hippocampus,thalamus
Who created the famous Nigerian television series 'Tinsel'?,medium,C,Ireti Doyle,Nse Ikpe-Etim,Mnet,Ebuka Obi-Uchendu
Fill in the blank: The _______ connects the brain to the spinal cord.,medium,A,brainstem,cerebellum,cerebrum,thalamus
Which Nigerian historical figure was a prominent leader during the anti-colonial struggle?,hard,D,Obafemi Awolowo,Nnamdi Azikiwe,Ahmadu Bello,All of the above
Who is the Nigerian artist behind the viral hit 'Joro'?,medium,B,Olamide,Wizkid,Davido,Burna Boy
What part of the human body is primarily responsible for the sense of smell?,easy,A,nose,tongue,ears,skin
In what year did Nigeria's military government return to civilian rule?,hard,A,1999,1993,2001,1985
Which Nigerian film explores the theme of love across social classes?,medium,A,The Wedding Party,30 Days in Atlanta,The Figurine,Lionheart
Fill in the blank: The _______ is the smallest bone in the human body.,easy,A,stapes,femur,humerus,tibia
In which city is the Olumo Rock located?,medium,B,Lagos,Abeokuta,Ibadan,Port Harcourt
Which Nigerian actress is known for her role in the movie 'The Wedding Party'?,easy,C,Genevieve Nnaji,Omotola Jalade-Ekeinde,Adesua Etomi,Funke Akindele
The _______ is the longest bone in the human body.,easy,D,tibia,fibula,humerus,femur
Which prominent figure led Nigeria's fight for independence?,medium,C,Wole Soyinka,David Ben-Gurion,Nnamdi Azikiwe,Kwame Nkrumah
Identify the Nigerian singer known for the song 'Pana'.,easy,B,Davido,Mr Eazi,Wizkid,Olamide
Fill in the blank: The _______ is responsible for transporting oxygen in the human body.,medium,B,plasma,hemoglobin,platelet,white blood cell
Which iconic Nigerian artist is celebrated for the song 'Sweet Mother'?,medium,C,Fela Kuti,Sunny Ade,Victor Uwaifo,2Baba
The _______ is the largest internal organ in the human body.,medium,B,heart,liver,lungs,kidney
In what year was Nigeria's Civil War officially declared ended?,hard,A,1970,1967,1975,1966
Who is the lead singer of the Nigerian music group 'P-Square'?,medium,A,Peter Okoye,Paul Okoye,D'banj,Don Jazzy
Fill in the blank: The _______ is the largest muscle in the human body.,easy,B,quadriceps,gluteus maximus,biceps,triceps
Identify the Nigerian female artist famous for the song 'Joromi'.,easy,D,Yemi Alade,Tiwa Savage,Simi,Niniola
What part of the brain is responsible for regulating balance?,medium,B,cerebrum,cerebellum,brainstem,hypothalamus
Which Nigerian state is known for its rich history of cocoa production?,medium,D,Lagos,Oyo,Osun,Ondo
The Nigerian film industry is popularly known as _______.,easy,B,Bollywood,Nollywood,Hollywood,Lollywood
Fill in the blank: The _______ connect the muscles to the bones in the human body.,easy,A,tendons,ligaments,cartilage,nerves
Who was the first woman elected to the Nigerian Senate?,hard,A,Margaret Ekpo,Sarah Jibril,Florence Ita-Giwa,Bola Shagaya
Which Nigerian singer is known for the hit song 'If'?,medium,B,Burna Boy,Davido,Olamide,Wizkid
Fill in the blank: The _______ helps to regulate body temperature.,easy,A,skin,lungs,heart,liver
What year did Nigeria become a republic?,medium,A,1963,1960,1979,1989
Who is the Nigerian actress famous for her role in the movie 'Lionheart'?,medium,B,Rita Dominic,Genevieve Nnaji,Omotola Jalade-Ekeinde,Adesua Etomi
Fill in the blank: The _______ is a major organ of the human body responsible for filtering blood.,medium,B,liver,kidney,spleen,pancreas
What was the original name of Nigeria before it was named?,hard,A,Niger Coast Protectorate,British Nigeria,Western Nigeria,Nigeria Colony
Fill in the blank: The famous Nigerian musician known as 'The Black President' is _______.,medium,A,Fela Kuti,Lagbaja,Burna Boy,2Baba
Which part of the human body contains the vocal cords?,medium,B,trachea,larynx,pharynx,esophagus
In what year did Nigeria's military coup take place leading to General Muhammadu Buhari's regime?,hard,B,1985,1983,1975,1993
Which Nigerian artist is known for the song 'Soco'?,easy,A,Wizkid,Davido,Burna Boy,Tekno
Fill in the blank: The _______ is the part of the brain that controls breathing and heart rate.,medium,B,cerebellum,brainstem,hypothalamus,cerebrum
Who was Nigeria's first female governor?,hard,B,Ngozi Okonjo-Iweala,Virginia Etiaba,Oluremi Tinubu,Bola Shagaya
Which popular Nigerian singer is known for the song 'Ye'?,medium,C,Olamide,Patoranking,Burna Boy,Davido
The _______ is an organ in the human body responsible for producing insulin.,medium,B,liver,pancreas,kidney,spleen
What significant event took place in Nigeria in 1966?,hard,C,Independence,Civil War,Military Coup,Republic Formation
Fill in the blank: The _______ is known for its rich cultural heritage and vibrant music scene in Nigeria.,medium,B,Igbo,Yoruba,Hausa,Fulani
Which human body system is responsible for the production of hormones?,medium,B,nervous system,endocrine system,respiratory system,digestive system
In what year was the Nigerian Civil War officially declared?,hard,A,1967,1966,1970,1975
Which Nigerian musician is associated with the genre of Afrobeats?,medium,B,Fela Kuti,Wizkid,Olamide,2Baba
Fill in the blank: The _______ is the main organ for digestion in the human body.,easy,B,liver,stomach,intestine,pancreas
Who is regarded as Nigeria's first Nobel Laureate in Literature?,hard,B,Chinua Achebe,Wole Soyinka,Ben Okri,Sefi Atta
What is the popular name for the Nigerian movie industry?,medium,B,Bollywood,Nollywood,Hollywood,Ghollywood
The Nigerian Civil War occurred between which years?,medium,A,1967-1970,1970-1973,1965-1968,1975-1978
Fill in the blank: The _______ is often referred to as the 'Heart of Nigeria'.,medium,B,Lagos,Abuja,Port Harcourt,Kano
Who is known for the song 'African Queen'?,easy,B,Wizkid,2Baba,Davido,Olamide
The primary function of red blood cells is to carry what substance?,easy,B,Carbon Dioxide,Oxygen,Nutrients,Hormones
In what year was the first Nigerian Republic established?,medium,B,1960,1963,1979,1983
Complete the statement: The _______ people are predominantly found in the southeastern part of Nigeria.,easy,C,Hausa,Yoruba,Igbo,Fulani
Which Nigerian artist collaborated with Beyoncé on the song 'Brown Skin Girl'?,medium,B,Tiwa Savage,Wizkid,Olamide,P-Square
Who was the first Nigerian woman to become a professor?,hard,A,Grace Alele-Williams,Chinyere Stella Okunna,Amina Mama,Funmilayo Ransome-Kuti
Fill in the blank: The _______ is the longest river in Nigeria.,easy,A,Niger River,Benue River,Zambezi River,Volta River
Which Nigerian filmmaker is known for the movie 'The Wedding Party'?,medium,B,Kunle Afolayan,Kemi Adetiba,Ishaya Bako,Toka McBaror
The part of the brain responsible for coordination and balance is called the _______.,medium,B,Cerebrum,Cerebellum,Brainstem,Hypothalamus
Complete the statement: The _______ is Nigeria's national currency.,easy,C,Pound,Dollar,Naira,Franc
Which singer is known for the track 'Johnny'?,easy,A,Yemi Alade,Simi,Tems,Tiwa Savage
The largest part of the brain is the _______.,easy,B,Cerebellum,Cerebrum,Limbic System,Brainstem
Fill in the blank: The _______ is Nigeria's highest educational institution.,medium,D,University of Lagos,Ahmadu Bello University,National Open University,University of Ibadan
Which Nigerian musician is known for his fusion of Afrobeat and hip-hop?,medium,A,Burna Boy,Olamide,Fela Kuti,P-Square
The body's immune system is primarily made up of which type of cell?,easy,B,Red Blood Cells,White Blood Cells,Platelets,Plasma
What year marked the end of military rule in Nigeria?,medium,A,1999,1993,2000,1995
Complete the statement: The _______ is a traditional Nigerian dish made from cassava.,easy,C,Jollof Rice,Efo Riro,Fufu,Pounded Yam
The human body contains how many main organs?,hard,B,60,78,79,80
Who was the leader of the Nigerian independence movement?,hard,A,Nnamdi Azikiwe,Obafemi Awolowo,Ahmadu Bello,Anthony Enahoro
Fill in the blank: The _______ is a popular Nigerian soup made with vegetables and meat.,medium,A,Egusi,Pepper Soup,Ogbono,Bitterleaf
Which Nigerian artist is often referred to as the 'African Giant'?,medium,C,Davido,Wizkid,Burna Boy,2Baba
The human body’s largest gland is the _______.,medium,B,Thyroid,Liver,Pancreas,Adrenal
What was the first capital of Nigeria?,hard,B,Lagos,Calabar,Abuja,Ibadan
Fill in the blank: The _______ is a traditional attire worn by Yoruba women.,easy,A,Buba,Saree,Kente,Ankara
Which Nigerian musician created the genre known as 'Afrobeats'?,hard,A,Fela Kuti,Wizkid,D'banj,Davido
The part of the brain that controls involuntary actions is known as the _______.,medium,C,Cerebrum,Cerebellum,Brainstem,Limbic System
Complete the statement: The _______ is a popular Nigerian festival celebrated annually in Onitsha.,medium,C,Durbar,Eyo,New Yam,Oro
Which artist released the hit song 'Soco'?,easy,B,DJ Cuppy,Wizkid,Olamide,Tekno
The human body has how many chambers in the heart?,easy,C,2,3,4,5
Which Nigerian leader declared a state of emergency in 1983?,hard,A,Muhammadu Buhari,Olusegun Obasanjo,Ibrahim Babangida,Sani Abacha
Fill in the blank: The _______ is a popular Nigerian dance associated with Afrobeats.,medium,D,Azonto,Shaku Shaku,Gwara Gwara,Zanku
The smallest bone in the human body is located in the _______.,medium,C,Hand,Foot,Ear,Nose
What is the title of the Nigerian national anthem?,easy,A,Arise O Compatriots,Nigeria We Hail Thee,Land of Freedom,"Nigeria, Our Father"
Which Nigerian singer is known for her hit song 'Somebody's Son'?,medium,D,Simi,Yemi Alade,Tiwa Savage,Tems
The body's largest muscle is the _______.,medium,C,Biceps,Triceps,Gluteus Maximus,Quadriceps
Who is the author of the book 'Things Fall Apart'?,hard,A,Chinua Achebe,Wole Soyinka,Ben Okri,Buchi Emecheta
Fill in the blank: The _______ is a traditional Nigerian dish made with pounded yam and vegetable soup.,medium,A,Efo Riro,Nkwobi,Ogbono,Eba
Which Nigerian artist is famous for the song 'Fia'?,medium,A,Davido,Olamide,Wizkid,Burna Boy
The human digestive system begins at the _______.,easy,A,Mouth,Esophagus,Stomach,Intestines
What was the first Nigerian television station?,hard,A,NTA,TV Continental,AIT,LTV
Who is the Nigerian artist known for the song 'Ye'?,medium,B,Wizkid,Burna Boy,Davido,Olamide
The process by which blood is circulated in the body is known as _______.,easy,B,Osmosis,Circulation,Diffusion,Filtration
Nigeria's civil war occurred in which decade?,medium,B,1950s,1960s,1970s,1980s
Complete the statement: _______ is the capital city of Nigeria.,easy,B,Lagos,Abuja,Port Harcourt,Kano
Which female Nigerian artist is known for her hit song 'Joromi'?,medium,A,Simi,Tiwa Savage,Yemi Alade,Niniola
The human brain is divided into how many main parts?,medium,B,2,3,4,5
In what year was the Nigerian Constitution adopted?,hard,C,1979,1989,1999,2002
The currency of Nigeria is called the _______.,easy,C,Pound,Dollar,Naira,Euro
_______ is a popular Nigerian music genre that blends traditional African music with hip-hop.,medium,B,Juju,Afrobeats,Highlife,Fuji
Who served as Nigeria's first military head of state?,hard,D,Yakubu Gowon,Muhammad Buhari,Julius Nyerere,Aguiyi-Ironsi
The _______ is the main organ responsible for pumping blood throughout the body.,easy,B,Liver,Heart,Kidney,Lungs
Which popular Nigerian actress starred in the movie 'The Wedding Party'?,medium,D,Genevieve Nnaji,Omotola Jalade-Ekeinde,Rita Dominic,Adesua Etomi
Fill in the blank: The _______ system is responsible for transporting nutrients and waste in the body.,medium,C,Nervous,Endocrine,Circulatory,Digestive
Which Nigerian state is known as the 'Center of Excellence'?,easy,A,Lagos,Kano,Abuja,Enugu
The process of breathing involves which two organs?,easy,B,Heart and Lungs,Lungs and Diaphragm,Nose and Lungs,Mouth and Heart
Which Nigerian singer's real name is Ayodeji Ibrahim Balogun?,medium,A,Wizkid,Davido,Olamide,Burna Boy
Fill in the blank: The _______ is the basic structural unit of life.,easy,B,Tissue,Cell,Organ,System
In which year did the Nigerian Civil War officially end?,hard,A,1970,1975,1980,1985
The human skeleton is composed of how many bones in adulthood?,medium,A,206,205,207,208
_______ is a popular Nigerian movie genre that often features romantic themes.,medium,A,Nollywood,Kannywood,Yoruba movies,Igbo movies
The human eye has how many main parts?,medium,B,3,4,5,6
Which Nigerian singer is known for the song 'If'? ,medium,B,Burna Boy,Davido,Wizkid,Patoranking
Fill in the blank: The _______ is a vital organ responsible for detoxifying chemicals.,easy,B,Heart,Liver,Kidney,Lungs
In what year did Nigeria become a member of the United Nations?,hard,A,1960,1965,1970,1975
Which Nigerian actress is known for her role in the series 'Gidi Up'?,medium,C,Joke Silva,Adesua Etomi,Linda Ejiofor,Yvonne Jegede
Fill in the blank: The _______ is the main organ of the nervous system.,easy,B,Spine,Brain,Heart,Lungs
Which event marked the beginning of Nigeria's independence movement?,hard,B,World War II,The 1945 riots,The 1954 constitutional changes,The 1963 Constitution
The _______ is responsible for producing insulin in the body.,medium,B,Liver,Pancreas,Kidney,Spleen
Which Nigerian musician is known for the phrase 'Omo Naija'?,medium,B,Tuface,2Baba,P-Square,D'banj
In which year was the Nigerian Civil War declared?,hard,B,1965,1967,1969,1971
The _______ is the organ responsible for filtering blood and producing urine.,easy,B,Heart,Kidney,Liver,Stomach
